State,County,income_1989,income_2010,income_2023,income_1989_real_2023,income_2010_real_2023,income_2023.1,pct_highschool_or_more (1990),pct_highschool_or_more (2010),pct_highschool_or_more_(2023),Established firms 1989,Established firms 2010,Established firms 2022,Pop 1890,Pop 1990,Pop 2010,Pop 2023,churches_1890,churches_1990,churches_2010,churches_2020,church_density_1890,church_density_1990,church_density_2010,church_density_2020,church_persistence_index,Church_persistence_index_3yr,Index_v2,z1890,z1990,index_1890_1990_raw,index_1890_1990
TN,COFFEE,24802,40078,60656,60645,55716,60656,65.1,81.4,87.4,137.0,89,123,13827.0,40339,52796,60633,72.0,105,112,125,5.21,2.6,2.12,2.06,-0.0538153226337119,-0.0986535511184962,0.1361639139246780,2.1904761904761900,0.5176470588235290,1.3540616246498600,0.8621787503495570
TN,CROCKETT,20296,36556,59049,49627,50820,59049,57.2,76.8,86.0,44.0,24,26,15146.0,13378,14586,13982,68.0,49,61,63,4.49,3.66,4.18,4.51,1.29097889629882,1.16531054112374,1.3000597775190400,1.333333333333330,1.764705882352940,1.549019607843140,1.0090718222879100
TN,CUMBERLAND,20474,36813,58475,50062,51177,58475,59.8,80.0,89.6,79.0,103,102,5376.0,34736,56053,64760,40.0,88,113,121,7.44,2.53,2.02,1.87,-0.0538153226337119,-0.179321254916053,0.3640238389661820,3.5,0.4352941176470580,1.9676470588235300,1.3244909257532400
TN,DAVIDSON,28377,45668,75664,69386,63487,75664,75.9,85.1,90.3,2165.0,1471,2322,108174.0,510784,626681,712334,191.0,512,782,954,1.77,1.0,1.25,1.34,-0.979711376113891,-0.844581010279132,-1.0682511912531500,-1.9047619047619000,-1.3647058823529400,-1.6347338935574200,-1.3897595795099600
TN,DECATUR,17925,30445,46190,43830,42324,46190,52.9,71.9,84.2,29.0,26,19,8995.0,10472,11757,11656,52.0,46,53,50,5.78,4.39,4.51,4.29,1.32151463503704,1.37496703598602,1.676608826306920,2.869047619047620,2.623529411764710,2.7462885154061600,1.9111662371334600
TN,DEKALB,19388,34863,48484,47407,48466,48484,50.3,68.9,82.7,29.0,31,28,,14360,18723,21225,65.0,72,66,69,DNE,5.01,3.53,3.25,1.11162711560597,1.07094072783118,1.267043918082270,,3.3529411764705900,3.3529411764705900,2.368254844246230
TN,DICKSON,24419,44554,73223,59708,61938,73223,61.5,80.6,89.2,97.0,73,115,13645.0,35061,49666,56729,56.0,93,110,131,4.1,2.65,2.21,2.31,-0.0538153226337119,-0.0126914194854318,0.0693427976541798,0.8690476190476180,0.5764705882352940,0.7227591036414560,0.38651745598021500
TN,DYER,22105,36856,54973,54050,51237,54973,55.3,78.6,89.2,100.0,48,58,19878.0,34854,38335,36498,64.0,100,104,111,3.22,2.87,2.71,3.04,0.394741708147066,0.313366820894411,0.2748833909692910,-0.1785714285714280,0.8352941176470590,0.3283613445378150,0.08935445987504230
TN,FAYETTE,22199,56729,84764,54280,78864,84764,55.5,82.8,90.9,53.0,41,71,28878.0,25559,38413,44175,92.0,57,80,113,3.19,2.23,2.08,2.56,-0.0834741879621345,-0.0931065248795431,-0.1295718117106970,-0.2142857142857140,0.08235294117647040,-0.065966386554622,-0.20775577291406100
TN,FENTRESS,13924,29642,50865,34046,41208,50865,44.9,71.6,83.2,26.0,17,27,5226.0,14669,17959,19696,16.0,42,36,41,3.06,2.86,2.0,2.08,-0.0538153226337119,-0.0607320219352456,-0.1267872058021920,-0.36904761904761900,0.8235294117647060,0.22724089635854300,0.013164231470235800
TN,FRANKLIN,23438,40983,61553,57310,56974,61553,63.5,79.7,90.8,59.0,48,72,18929.0,34725,41052,44654,76.0,103,107,129,4.02,2.97,2.61,2.89,0.394741708147066,0.28203874421409,0.352086539158247,0.773809523809523,0.9529411764705880,0.8633753501400560,0.49246619464839500
TN,GIBSON,20938,35947,59009,51197,49973,59009,57.5,79.7,88.4,113.0,63,79,35859.0,46315,49683,51045,152.0,156,182,191,4.24,3.37,3.66,3.74,0.843298738927843,0.809199400553371,0.9087192389360200,1.0357142857142900,1.4235294117647100,1.2296218487395000,0.7684183376935040
TN,GILES,22078,37860,61476,53984,52633,61476,60.1,78.0,87.6,63.0,40,57,34957.0,25741,29485,30721,112.0,96,115,126,3.2,3.73,3.9,4.1,1.08196825027754,1.02904840237759,0.9818587071488520,-0.20238095238095200,1.8470588235294100,0.8223389355742300,0.46154689143148600
TN,GRAINGER,19097,30623,51351,46695,42572,51351,46.3,67.9,83.8,23.0,13,28,13196.0,17095,22657,24681,33.0,66,60,61,2.5,3.86,2.65,2.47,0.424400573475488,0.418569457547042,0.2633430467487480,-1.0357142857142900,2.0000000000000000,0.4821428571428570,0.2052227019643460
TN,GREENE,21513,36867,54071,52603,51252,54071,58.1,76.6,86.7,96.0,80,104,26614.0,55853,68831,72577,112.0,166,188,201,4.21,2.97,2.73,2.77,0.394741708147066,0.285923494216316,0.3813212502087370,0.9999999999999990,0.9529411764705880,0.9764705882352940,0.5776789501011390
TN,GRUNDY,16425,26529,45573,40162,36880,45573,44.7,64.3,80.0,28.0,14,26,6345.0,13362,13703,13955,24.0,46,47,43,3.78,3.44,3.43,3.08,0.394741708147066,0.632795063926511,0.6635470369449020,0.4880952380952380,1.505882352941180,0.9969887955182070,0.5931386017095930
TN,HAMBLEN,23853,39807,52794,58324,55339,52794,61.6,78.4,87.1,142.0,84,102,11418.0,50480,62544,66216,49.0,89,119,146,4.29,1.76,1.9,2.2,-0.292484833983413,-0.325006195183254,-0.2050509491740950,1.0952380952380900,-0.47058823529411800,0.3123249299719890,0.07727166049505550
TN,HAMILTON,26523,45408,72568,64853,63126,72568,72.5,85.4,91.1,972.0,630,917,53482.0,285536,336463,379864,140.0,362,527,673,2.62,1.27,1.57,1.77,-0.531154345333114,-0.612520785002592,-0.7196561042049070,-0.8928571428571430,-1.0470588235294100,-0.9699579831932770,-0.8888774200592450
TN,HANCOCK,11822,23125,31995,28907,32148,31995,42.4,68.3,78.8,4.0,10,6,10342.0,6739,6819,6956,48.0,46,37,30,4.64,6.83,5.43,4.31,2.03752316908615,2.18931666381531,2.2402840680844100,1.5119047619047600,3.5,2.5059523809523800,1.7300825363818700
TN,HARDEMAN,19128,32539,46173,46771,45235,46173,53.0,70.3,82.6,46.0,32,24,21029.0,23377,27253,25567,107.0,62,89,111,5.09,2.65,3.27,4.34,0.603752354168344,0.666828907597114,0.8982223424035310,2.0476190476190500,0.5764705882352940,1.3120448179271700,0.8305207607076710
TN,HARDIN,17719,30732,49149,43326,42723,49149,54.8,72.7,84.4,54.0,41,42,17698.0,22633,26026,27229,71.0,70,79,89,4.01,3.09,3.04,3.27,0.394741708147066,0.494022838992633,0.5630854105743080,0.7619047619047610,1.094117647058820,0.9280112044817920,0.5411667353808300
TN,HAWKINS,21960,35392,55278,53696,49202,55278,58.0,78.1,86.4,60.0,53,42,22246.0,44565,56833,58600,93.0,152,156,165,4.18,3.41,2.74,2.82,0.394741708147066,0.404860662878052,0.4905116375663800,0.9642857142857140,1.4705882352941200,1.2174369747899200,0.7592375206973560
TN,HAYWOOD,17376,32414,43513,42487,45062,43513,53.0,74.8,82.8,38.0,24,19,23558.0,19437,18787,17328,76.0,47,58,77,3.23,2.42,3.09,4.44,0.365082842818643,0.588843824954401,0.5667145130012390,-0.16666666666666700,0.30588235294117600,0.06960784313725470,-0.10560599300290800
TN,HENDERSON,21099,38887,53471,51590,54060,53471,55.2,78.8,89.2,46.0,45,33,16336.0,21844,27769,28070,90.0,69,65,69,5.51,3.16,2.34,2.46,-0.0538153226337119,0.172944616007327,0.4441753348651720,2.547619047619050,1.176470588235290,1.8620448179271700,1.2449238451199600
TN,HENRY,18891,36836,48540,46192,51209,48540,60.0,81.2,88.4,86.0,52,32,21070.0,27888,32330,32554,89.0,89,104,125,4.22,3.19,3.22,3.84,0.603752354168344,0.680563397559,0.7809548368134030,1.0119047619047600,1.2117647058823500,1.1118347338935600,0.6796704400640820
TN,HICKMAN,21567,42075,57223,52735,58492,57223,55.6,74.5,84.6,29.0,20,28,14499.0,16754,24690,25826,36.0,71,78,75,2.48,4.24,3.16,2.9,0.633411219496767,0.72297463511809,0.5621181038646960,-1.0595238095238100,2.4470588235294100,0.693767507002801,0.3646734431273140
TN,HOUSTON,20112,33738,54475,49177,46902,54475,52.8,79.6,87.3,12.0,13,10,5390.0,7018,8426,8393,30.0,25,30,28,5.57,3.56,3.56,3.34,0.872957604256266,0.74736951189806,1.0259098545659000,2.619047619047620,1.6470588235294100,2.133053221288520,1.4491178783101300
TN,HUMPHREYS,22256,41486,59333,54420,57673,59333,63.5,81.9,87.7,25.0,29,32,11720.0,15795,18538,19209,45.0,57,62,64,3.84,3.61,3.34,3.33,0.633411219496767,0.704277634771056,0.7428402509483810,0.559523809523809,1.705882352941180,1.1327030812324900,0.6953939082528860
TN,JACKSON,18081,32722,41475,44211,45490,41475,45.2,69.1,82.6,25.0,7,7,13325.0,9297,11638,12363,25.0,53,49,43,1.88,5.7,4.21,3.48,1.35029662695567,1.44932701054039,1.1883515487408700,-1.7738095238095200,3.5,0.8630952380952380,0.4922551413841160
TN,JEFFERSON,22219,38239,63084,54329,53159,63084,60.5,77.8,88.9,71.0,53,72,16478.0,33016,51407,57838,76.0,102,111,117,4.61,3.09,2.16,2.02,-0.0538153226337119,0.0207816867452597,0.1656240874388180,1.4761904761904800,1.094117647058820,1.2851540616246500,0.8102596473368630
TN,JOHNSON,14967,29949,52152,36597,41635,52152,47.2,69.1,81.3,17.0,25,20,8858.0,13766,18244,18375,29.0,51,54,56,3.27,3.7,2.96,3.05,0.633411219496767,0.575864384840004,0.5328978908880300,-0.11904761904761900,1.8117647058823500,0.8463585434173670,0.47964470884343100
TN,KNOX,26010,46759,71662,63599,65004,71662,74.6,88.3,92.3,1204.0,845,1152,59557.0,335749,432226,500669,161.0,448,553,678,2.7,1.33,1.28,1.35,-0.979711376113891,-0.755693764250288,-0.8550160583278580,-0.7976190476190470,-0.9764705882352940,-0.8870448179271710,-0.8264056538325890
TN,LAKE,16804,24700,30500,41088,34338,30500,49.6,66.1,71.8,5.0,6,4,5304.0,7129,7832,6347,14.0,21,24,28,2.64,2.95,3.06,4.41,0.603752354168344,0.703128813388465,0.5920255306563820,-0.8690476190476190,0.9294117647058820,0.030182072829131800,-0.1353117399502110
TN,LAUDERDALE,18972,32894,49205,46390,45729,49205,52.1,73.2,82.8,46.0,21,23,18756.0,23491,27815,24610,80.0,65,80,81,4.27,2.77,2.88,3.29,0.394741708147066,0.382457718900418,0.4921531880254200,1.0714285714285700,0.7176470588235290,0.8945378151260500,0.5159458702994600
TN,LAWRENCE,20842,34985,53233,50962,48636,53233,53.7,75.2,85.5,78.0,56,58,12286.0,35303,41869,46114,52.0,125,132,136,4.23,3.54,3.15,2.95,0.633411219496767,0.562231187270878,0.6534168951411420,1.0238095238095200,1.6235294117647100,1.3236694677871100,0.8392794711752590
TN,LEWIS,17362,35000,49477,42453,48657,49477,51.5,77.9,85.4,32.0,19,18,2555.0,9247,12161,13066,9.0,33,42,41,3.52,3.57,3.45,3.14,0.633411219496767,0.681490210267681,0.6748755989990710,0.1785714285714280,1.6588235294117600,0.9186974789915960,0.5341492143435450
TN,LINCOLN,21996,42962,63115,53784,59725,63115,57.5,79.4,87.0,65.0,42,48,27382.0,28157,33361,36169,87.0,102,120,118,3.18,3.62,3.6,3.26,0.872957604256266,0.754778421601621,0.7010374681458630,-0.22619047619047600,1.717647058823530,0.7457282913165270,0.403823823651113
TN,LOUDON,24258,49343,80296,59315,68596,80296,63.8,84.3,88.9,60.0,88,93,9273.0,31255,48556,60591,43.0,78,100,105,4.64,2.5,2.06,1.73,-0.292484833983413,-0.206139840995699,-0.0510316273963212,1.5119047619047600,0.4000000000000000,0.9559523809523800,0.5622192984926840
TN,MCMINN,21901,37146,59674,53551,51640,59674,57.1,78.3,86.2,94.0,56,76,17890.0,42383,52266,55678,80.0,129,144,153,4.47,3.04,2.76,2.75,0.394741708147066,0.305859912644957,0.4361409564315400,1.3095238095238100,1.0352941176470600,1.1724089635854300,0.7253107084644680
TN,MCNAIRY,18715,34777,50714,45761,48347,50714,57.4,75.1,87.4,47.0,43,47,15510.0,22422,26075,26163,56.0,87,93,107,3.61,3.88,3.57,4.09,1.08196825027754,0.983537310003884,0.991438710276847,0.2857142857142850,2.0235294117647100,1.1546218487395000,0.7119088261827370
TN,MACON,19147,33087,56269,46818,45997,56269,49.2,72.6,81.6,28.0,20,31,10878.0,15906,22248,26793,36.0,36,37,40,3.31,2.26,1.66,1.49,-0.501495480004691,-0.410588354674254,-0.437498195821777,-0.07142857142857150,0.11764705882352900,0.02310924369747880,-0.140640834873262
TN,MADISON,23716,40178,58189,57989,55855,58189,68.3,84.7,90.3,270.0,202,206,30497.0,77982,98294,99193,121.0,112,191,229,3.97,1.44,1.94,2.31,-0.531154345333114,-0.369543508551726,-0.2889003218786570,0.7142857142857140,-0.8470588235294120,-0.06638655462184890,-0.20807235281048000
TN,MARION,20045,38785,58103,49013,53918,58103,51.9,73.7,82.3,50.0,28,34,15411.0,24860,28237,29382,57.0,69,75,91,3.7,2.78,2.66,3.1,0.394741708147066,0.292136974577181,0.3217831517854060,0.3928571428571430,0.7294117647058820,0.5611344537815120,0.2647397224910920
TN,MARSHALL,23855,40435,70829,58329,56212,70829,60.0,79.0,90.5,38.0,41,53,18906.0,21539,30617,36961,56.0,70,86,88,2.96,3.25,2.81,2.38,0.185731062125787,0.291292774762279,0.2071505419034890,-0.4880952380952380,1.2823529411764700,0.3971288515406160,0.14116803625559600
TN,MAURY,26238,46278,74162,64156,64335,74162,65.2,83.4,92.5,178.0,135,205,38112.0,54812,80956,110760,131.0,144,190,214,3.44,2.63,2.35,1.93,-0.0538153226337119,-0.0630942775338407,-0.0748903620839981,0.0833333333333331,0.5529411764705880,0.3181372549019610,0.08165101572884970
TN,MEIGS,20181,33506,58395,49346,46580,58395,52.7,73.0,82.9,7.0,7,8,6930.0,8033,11753,13691,33.0,31,31,31,4.76,3.86,2.64,2.26,0.424400573475488,0.372308800293728,0.5285756444195630,1.6547619047619000,2.0000000000000000,1.8273809523809500,1.2188060036654100
TN,MONROE,19932,36209,56648,48737,50337,56648,49.9,72.7,86.3,86.0,47,64,15329.0,30541,44519,48594,84.0,110,112,118,5.48,3.6,2.52,2.43,0.424400573475488,0.316177560177284,0.5769125287519320,2.5119047619047600,1.6941176470588200,2.1030112044817900,1.4264824157161800
TN,MONTGOMERY,25568,48930,72365,62518,68022,72365,77.9,90.0,94.3,220.0,239,377,29697.0,100498,172331,239872,89.0,126,206,244,3.0,1.25,1.2,1.02,-0.979711376113891,-0.86318154290631,-0.922008338687523,-0.44047619047619000,-1.0705882352941200,-0.7555322128851540,-0.7273161462534850
TN,MOORE,28056,44433,66687,68601,61770,66687,66.7,80.0,89.1,4.0,8,6,5975.0,4721,6362,6748,20.0,22,17,18,3.35,4.66,2.67,2.67,0.872080730846467,0.658036001022469,0.6110492528187700,-0.023809523809523800,2.941176470588240,1.4586834733893600,0.9410071445578540
TN,MORGAN,19280,36772,57408,47143,51120,57408,56.7,75.6,83.4,24.0,15,19,7639.0,17300,21987,21573,34.0,38,44,45,4.45,2.2,2.0,2.09,-0.292484833983413,-0.217771759320087,-0.0824442605179459,1.2857142857142900,0.0470588235294118,0.6663865546218490,0.34404298654401800
TN,OBION,22344,39543,53102,54635,54972,53102,61.3,79.9,85.0,86.0,33,49,27273.0,31717,31807,30411,104.0,118,126,119,3.81,3.72,3.96,3.91,1.08196825027754,1.00143520200078,1.0374828235236700,0.5238095238095240,1.8352941176470600,1.1795518207282900,0.7306925667035890
TN,OVERTON,18293,34347,46159,44729,47749,46159,44.1,71.4,81.8,31.0,29,38,12039.0,17636,22083,23327,46.0,60,60,57,3.82,3.4,2.72,2.44,0.185731062125787,0.318280490151226,0.3517004700841560,0.5357142857142850,1.4588235294117600,0.9972689075630250,0.5933496549738720
TN,PERRY,19039,31776,50489,46553,44175,50489,52.7,76.6,82.4,19.0,27,16,7785.0,6612,7915,8891,26.0,26,24,30,3.34,3.93,3.03,3.37,0.633411219496767,0.715017754405539,0.6807095215306150,-0.035714285714286,2.0823529411764700,1.0233193277310900,0.6129776085518420
TN,PICKETT,14993,30193,44591,36660,41974,44591,45.8,74.1,81.4,7.0,5,6,4736.0,4548,5077,5128,15.0,13,14,15,3.17,2.86,2.76,2.93,0.394741708147066,0.300046186650992,0.2539744276130150,-0.23809523809523800,0.8235294117647060,0.29271708683473400,0.06249793199550850
TN,POLK,21663,34027,60227,52970,47304,60227,51.3,70.8,85.7,14.0,15,21,8361.0,13643,16825,18033,26.0,63,60,71,3.11,4.62,3.57,3.94,1.32063776162725,1.13063267249378,1.058354013468250,-0.3095238095238100,2.894117647058820,1.2922969187675100,0.815641505575984
TN,PUTNAM,21693,35185,56537,53043,48914,56537,63.2,80.8,88.8,146.0,117,154,13683.0,51373,72321,83844,31.0,125,152,172,2.27,2.43,2.1,2.05,-0.292484833983413,-0.146552594383688,-0.3165249566378410,-1.309523809523810,0.3176470588235290,-0.49593837535014000,-0.5317225335826970
TN,RHEA,19915,36761,58133,48695,51105,58133,56.0,74.3,84.1,56.0,39,52,12647.0,24344,31809,33924,57.0,63,82,91,4.51,2.59,2.58,2.68,0.394741708147066,0.139335519654326,0.2809603026288020,1.3571428571428600,0.5058823529411760,0.9315126050420160,0.54380490118432
TN,ROANE,24210,42698,66218,59197,59358,66218,66.7,81.3,89.3,82.0,51,65,17418.0,47227,54181,56096,66.0,97,124,132,3.79,2.05,2.29,2.35,-0.292484833983413,-0.129706697713081,-0.0823547046677482,0.5000000000000000,-0.12941176470588300,0.1852941176470590,-0.018440994855580900
TN,ROBERTSON,28687,50820,78439,70144,70649,78439,65.5,81.1,88.9,61.0,83,119,20078.0,41494,66283,76776,73.0,81,124,138,3.64,1.95,1.87,1.8,-0.292484833983413,-0.369953684370362,-0.3451899647743500,0.32142857142857100,-0.24705882352941200,0.037184873949579700,-0.13003540834323000
TN,RUTHERFORD,30878,53770,82588,75502,74750,82588,73.9,87.9,92.4,369.0,452,637,35097.0,118570,262604,367101,109.0,172,275,376,3.11,1.45,1.05,1.02,-0.979711376113891,-0.851137573931502,-0.8972372305625330,-0.3095238095238100,-0.835294117647059,-0.5724089635854340,-0.5893400747309310
TN,SCOTT,15858,28728,42679,38775,39937,42679,51.2,73.5,80.5,36.0,28,17,9794.0,18358,22228,22171,83.0,51,29,38,8.47,2.78,1.3,1.71,-0.293361707393211,-0.32610179319549,0.2536974457391130,3.5,0.7294117647058820,2.1147058823529400,1.435293889499840
TN,SEQUATCHIE,19223,33850,52260,47003,47058,52260,51.4,74.1,81.7,20.0,14,22,3027.0,8863,14112,17161,18.0,26,33,31,5.95,2.93,2.34,1.81,-0.0538153226337119,-0.0182317462196976,0.3126470844151310,3.0714285714285700,0.9058823529411760,1.9886554621848700,1.3403199205741800
TN,SEVIER,23042,41476,63829,56341,57659,63829,63.0,80.9,87.8,286.0,194,309,18761.0,51043,89889,99415,72.0,114,147,181,3.84,2.23,1.64,1.82,-0.292484833983413,-0.353739586139335,-0.3046301644079820,0.559523809523809,0.08235294117647040,0.32093837535014000,0.08376154837164210
TN,SHELBY,27132,44705,62337,66342,62148,62337,75.1,84.9,89.8,2365.0,1465,1657,112740.0,826330,927644,910042,165.0,526,1026,1449,1.46,0.64,1.11,1.59,-0.770700730092613,-0.9129417252467,-1.1728376288962300,-2.2738095238095200,-1.788235294117650,-2.0310224089635900,-1.6883471851490100
TN,SMITH,23255,43200,62799,56862,60056,62799,54.2,78.3,87.3,38.0,21,35,18404.0,14143,19166,20538,80.0,46,46,55,4.35,3.25,2.4,2.68,0.155195323387566,0.255051414878108,0.3658748620918860,1.1666666666666700,1.2823529411764700,1.2245098039215700,0.7645666156204070
TN,STEWART,20802,40214,62052,50864,55905,62052,58.9,80.9,89.9,21.0,9,17,12193.0,9479,13324,14222,60.0,61,58,59,4.92,6.44,4.35,4.15,1.55930727297695,1.80140663119804,1.9556797107729600,1.8452380952380900,3.5,2.6726190476190500,1.8556592286280200
TN,SULLIVAN,25089,39957,56802,61347,55548,56802,66.8,82.1,89.6,330.0,214,257,20879.0,143596,156823,162135,80.0,232,297,344,3.83,1.62,1.89,2.12,-0.292484833983413,-0.377876681506512,-0.3202487501275500,0.5476190476190470,-0.6352941176470590,-0.04383753501400570,-0.19108256503600100
TN,SUMNER,31795,54916,86005,77744,76344,86005,70.6,85.4,91.8,282.0,266,428,23668.0,103281,160645,207994,82.0,141,179,216,3.46,1.37,1.11,1.04,-0.979711376113891,-0.851779077149928,-0.8482873650830360,0.10714285714285700,-0.9294117647058820,-0.41113445378151300,-0.467826157822157
TN,TIPTON,23860,49378,71736,58342,68645,71736,61.8,83.2,89.3,68.0,63,83,24271.0,37568,61081,62015,89.0,84,116,130,3.67,2.24,1.9,2.1,-0.292484833983413,-0.230157322807581,-0.2031642461980010,0.3571428571428570,0.0941176470588236,0.2256302521008400,0.01195067520063010
TN,TROUSDALE,20127,44205,63190,49214,61453,63190,47.7,75.2,85.0,11.0,12,13,5850.0,5920,7870,12271,23.0,17,20,25,3.93,2.87,2.54,2.04,0.185731062125787,0.0635624893253772,0.1168790785050500,0.6666666666666670,0.8352941176470590,0.7509803921568630,0.4077810723563490
TN,UNICOI,20536,34387,50381,50214,47804,50381,59.6,74.7,88.0,26.0,18,15,4619.0,16549,18313,17756,11.0,43,44,44,2.38,2.6,2.4,2.48,-0.0538153226337119,0.0565738185557436,-0.0979447129042203,-1.1785714285714300,0.5176470588235290,-0.33046218487394900,-0.4070428177097350
TN,UNION,19595,30143,61858,47913,41904,61858,45.6,66.1,83.3,28.0,23,29,11459.0,13694,19109,20741,41.0,24,27,27,3.58,1.75,1.41,1.3,-0.74104186476419,-0.633517815141211,-0.6171521252842730,0.25000000000000000,-0.4823529411764710,-0.11617647058823500,-0.24558707053611500
TN,VAN BUREN,20676,29087,60281,50556,40436,60281,48.0,74.7,84.2,3.0,10,10,2863.0,4846,5548,6493,29.0,21,23,22,10.13,4.33,4.15,3.39,0.872957604256266,1.08575330879592,1.6524248995757600,3.5,2.552941176470590,3.026470588235290,2.1222722647287700
TN,WARREN,21019,34946,54088,51395,48582,54088,57.0,75.3,84.8,93.0,42,70,14413.0,32992,39839,42638,64.0,116,125,134,4.44,3.52,3.14,3.14,0.633411219496767,0.594670163521113,0.7164858961672250,1.2738095238095200,1.6000000000000000,1.4369047619047600,0.924597753260143
TN,WASHINGTON,23698,41256,61051,57945,57354,61051,68.4,84.4,91.1,239.0,225,262,20354.0,92315,122979,138420,81.0,189,247,254,3.98,2.05,2.01,1.83,-0.292484833983413,-0.305814489244803,-0.2352969720210440,0.7261904761904760,-0.12941176470588300,0.2983893557422970,0.06677176059716310
TN,WAYNE,18429,34993,52824,45062,48647,52824,51.0,75.0,83.5,21.0,24,23,11471.0,13935,17021,16066,48.0,58,63,66,4.18,4.16,3.7,4.11,1.08196825027754,1.08657517692853,1.1695981948073000,0.9642857142857140,2.352941176470590,1.6586134453781500,1.091646411937160
TN,WEAKLEY,21004,32358,49502,51358,44984,49502,56.9,82.0,88.0,64.0,31,57,28955.0,31972,35021,33084,131.0,117,119,112,4.52,3.66,3.4,3.39,0.633411219496767,0.743331650817102,0.8756934367491550,1.369047619047620,1.764705882352940,1.5668767507002800,1.022526467885710
TN,WHITE,19874,33865,52206,48595,47079,52206,53.2,74.3,83.4,48.0,32,35,12348.0,20090,25841,28692,43.0,85,89,90,3.48,4.23,3.44,3.14,0.633411219496767,0.838206218485671,0.8171916709860150,0.13095238095238100,2.435294117647060,1.28312324929972,0.8087295111708390
TN,WILLIAMSON,43615,87832,131202,106646,122103,131202,81.8,94.8,95.9,411.0,601,1023,26321.0,81021,183182,264460,96.0,116,200,268,3.65,1.43,1.09,1.01,-0.979711376113891,-0.84840058463323,-0.8195870752203180,0.333333333333333,-0.8588235294117650,-0.2627450980392160,-0.35602069107022900
TN,WILSON,32852,60678,94048,80328,84354,94048,71.4,87.7,93.5,203.0,248,380,27148.0,67675,113993,163674,106.0,125,165,198,3.9,1.85,1.45,1.21,-0.74104186476419,-0.618552839770636,-0.5598825857121710,0.6309523809523810,-0.3647058823529410,0.13312324929972000,-0.057749665327589700
TX,ANDERSON,22737,40378,58846,55596,56133,58846,67.7,74.8,86.0,99.0,67,90,20923.0,48024,58458,57736,104.0,85,114,116,4.97,1.77,1.95,2.01,-0.292484833983413,-0.350209112986278,-0.1375817172238480,1.9047619047619000,-0.4588235294117650,0.7229691876750700,0.38667574592842400
TX,ANDREWS,26434,48699,76902,64635,67701,76902,61.2,72.7,76.9,34.0,26,50,24.0,14338,14786,18664,,23,29,27,DNE,1.6,1.96,1.45,-0.501495480004691,-0.505715162409823,-0.5806185106784290,,-0.6588235294117650,-0.6588235294117650,-0.6544500067610770
TX,ANGELINA,22986,39148,58847,56204,54423,58847,65.3,78.0,84.9,181.0,124,159,6306.0,69884,86771,87319,48.0,117,156,206,7.61,1.67,1.8,2.36,-0.292484833983413,-0.337414476406004,0.244592623750815,3.5,-0.5764705882352940,1.4617647058823500,0.9433287304649260
TX,ARANSAS,21315,42179,61754,52119,58637,61754,67.2,85.2,91.4,54.0,46,59,1824.0,17892,23158,25374,8.0,21,29,32,4.39,1.17,1.25,1.26,-0.979711376113891,-0.820297889390876,-0.6840600976024350,1.2142857142857100,-1.1647058823529400,0.024789915966386000,-0.13937451528758700
TX,ARCHER,25131,50891,71958,61449,70748,71958,72.5,84.0,91.0,13.0,12,20,2101.0,7973,9054,9029,18.0,20,23,21,8.57,2.51,2.54,2.33,0.185731062125787,0.0373187420372094,0.6233603925754010,3.5,0.4117647058823530,1.9558823529411800,1.3156266886535100
TX,ARMSTRONG,23081,60530,68462,56437,84148,68462,77.4,91.5,94.0,,4,5,944.0,2021,1901,1832,5.0,7,6,5,5.3,3.46,3.16,2.73,0.394741708147066,0.49941781483149,0.738328737384743,2.2976190476190500,1.529411764705880,1.9135154061624600,1.283704882431270
TX,ATASCOSA,20048,42927,69413,49021,59677,69413,58.8,73.8,80.9,62.0,56,88,6459.0,30533,44911,51784,18.0,50,72,75,2.79,1.64,1.6,1.45,-0.501495480004691,-0.582894823250677,-0.6736537768766560,-0.6904761904761900,-0.6117647058823530,-0.6511204481792720,-0.6486460419933980
TX,AUSTIN,25043,53263,75994,61234,74046,75994,62.6,81.2,88.5,50.0,44,70,17859.0,19832,28417,31677,47.0,40,55,61,2.63,2.02,1.94,1.93,-0.292484833983413,-0.309049547745096,-0.4242734862629260,-0.8809523809523810,-0.1647058823529410,-0.5228291316526610,-0.5519836469535050
TX,BAILEY,19873,42375,70625,48593,58909,70625,55.4,73.4,71.9,24.0,18,10,0.0,7064,7165,6672,,18,16,18,DNE,2.55,2.23,2.7,0.155195323387566,0.0494554988320436,0.0794017427611134,,0.4588235294117640,0.4588235294117640,0.18765251771309900
TX,BANDERA,24671,44352,69703,60325,61658,69703,76.7,89.0,91.9,33.0,31,55,3795.0,10562,20485,22637,16.0,18,37,39,4.22,1.7,1.81,1.72,-0.292484833983413,-0.46140432405172,-0.3534417479446960,1.0119047619047600,-0.5411764705882360,0.23536414565826300,0.01928477613433360
TX,BASTROP,23967,51829,82730,58603,72052,82730,68.3,80.6,81.9,68.0,100,224,20736.0,38263,74171,110778,102.0,65,109,111,4.92,1.7,1.47,1.0,-0.74104186476419,-0.69374358741401,-0.4932746074224880,1.8452380952380900,-0.5411764705882360,0.6520308123249300,0.3332265067497060
