State,County,income_1989,income_2010,income_2023,income_1989_real_2023,income_2010_real_2023,income_2023.1,pct_highschool_or_more (1990),pct_highschool_or_more (2010),pct_highschool_or_more_(2023),Established firms 1989,Established firms 2010,Established firms 2022,Pop 1890,Pop 1990,Pop 2010,Pop 2023,churches_1890,churches_1990,churches_2010,churches_2020,church_density_1890,church_density_1990,church_density_2010,church_density_2020,church_persistence_index,Church_persistence_index_3yr,Index_v2,z1890,z1990,index_1890_1990_raw,index_1890_1990
ID,WASHINGTON,17917,36542,53608,43810,50800,53608,72.7,80.0,88.7,14.0,12,31,3836.0,8550,10198,11425,9.0,27,28,25,2.35,3.16,2.75,2.19,0.185731062125787,0.215450102448743,0.0468656022299803,-1.214285714285710,1.176470588235290,-0.01890756302521000,-0.17229882451514800
IL,ADAMS,23317,43824,64962,57014,60924,64962,75.1,89.2,93.5,142.0,118,121,61888.0,66090,67103,64441,146.0,96,110,109,2.36,1.45,1.64,1.69,-0.531154345333114,-0.568944237682941,-0.7151201903255090,-1.2023809523809500,-0.835294117647059,-1.0188375350140100,-0.9257062146759730
IL,ALEXANDER,14786,28833,43523,36154,40083,43523,59.7,76.0,86.7,20.0,6,5,16563.0,10626,8238,4695,44.0,33,29,25,2.66,3.11,3.52,5.32,1.05230938494912,1.04265856592223,0.937704154262638,-0.8452380952380950,1.117647058823530,0.13620448179271700,-0.055428079420517900
IL,BOND,23756,51946,61603,58087,72215,61603,69.3,88.0,89.3,40.0,27,21,14550.0,14991,17768,16450,56.0,43,44,44,3.85,2.87,2.48,2.67,0.155195323387566,0.180638518911915,0.2271811980443310,0.5714285714285710,0.8352941176470590,0.703361344537815,0.37190201742887800
IL,BOONE,35103,61210,81638,85832,85093,81638,75.5,85.4,85.6,60.0,67,85,12203.0,30806,54165,53202,34.0,25,38,34,2.79,0.81,0.7,0.64,-0.979711376113891,-1.16920089997516,-1.253110572684900,-0.6904761904761900,-1.588235294117650,-1.1393557422969200,-1.0165118816321200
IL,BROWN,20445,38696,72288,49991,53795,72288,68.9,75.6,79.6,9.0,8,9,11951.0,5836,6937,6294,49.0,13,11,11,4.1,2.23,1.59,1.75,-0.292484833983413,-0.380414738202575,-0.2957163935727060,0.8690476190476180,0.08235294117647040,0.4757002801120440,0.20036847688592300
IL,BUREAU,26248,45692,65894,64181,63520,65894,76.6,89.2,91.0,83.0,58,52,35014.0,35688,34978,32729,99.0,78,74,69,2.83,2.19,2.12,2.11,-0.292484833983413,-0.187065445680576,-0.2759028976166790,-0.6428571428571430,0.03529411764705860,-0.3037815126050420,-0.38693999428713800
IL,CALHOUN,21163,44891,92095,51747,62407,92095,62.8,84.3,93.4,13.0,8,11,7652.0,5322,5089,4317,28.0,23,16,14,3.66,4.32,3.14,3.24,0.633411219496767,0.808432742433856,0.8121738916395700,0.3452380952380950,2.541176470588240,1.4432072829131700,0.9293464517064260
IL,CARROLL,25758,44805,60871,62982,62287,60871,76.0,86.9,87.7,37.0,22,22,18320.0,16805,15387,15526,54.0,44,46,39,2.95,2.62,2.99,2.51,0.394741708147066,0.209954508842797,0.1335464930114410,-0.5000000000000000,0.5411764705882350,0.020588235294117700,-0.142540314251775
IL,CASS,23642,41544,64907,57809,57754,64907,72.3,80.6,86.7,23.0,25,16,15963.0,13437,13642,12596,51.0,36,40,38,3.19,2.68,2.93,3.02,0.394741708147066,0.3164401939795,0.2759493341845060,-0.2142857142857140,0.6117647058823530,0.19873949579831900,-0.008310438170177090
IL,CHAMPAIGN,26541,45262,63091,64897,62923,63091,87.5,92.3,95.1,345.0,301,363,42159.0,173025,201081,205644,136.0,161,211,205,3.23,0.93,1.05,1.0,-0.979711376113891,-0.980687060388918,-1.0033152223901000,-0.16666666666666700,-1.4470588235294100,-0.806862745098039,-0.7659916569326560
IL,CHRISTIAN,24506,41712,59253,59921,57988,59253,73.1,85.8,90.9,71.0,53,57,30531.0,34418,34800,33228,77.0,64,74,60,2.52,1.86,2.13,1.81,-0.292484833983413,-0.326858829685718,-0.4562028220250940,-1.0119047619047600,-0.35294117647058800,-0.682422969187675,-0.672231244276603
IL,CLARK,23281,43597,70625,56926,60608,70625,71.3,88.0,92.0,36.0,23,25,21899.0,15921,16335,15088,89.0,63,50,48,4.06,3.96,3.06,3.18,0.633411219496767,0.689813347823695,0.7534711772126070,0.8214285714285710,2.117647058823530,1.4695378151260500,0.9491854585486740
IL,CLAY,20006,38016,57266,48918,52849,57266,65.6,86.2,87.7,31.0,27,18,16772.0,14460,13815,12999,69.0,47,53,47,4.11,3.25,3.84,3.62,0.843298738927843,0.798622455112911,0.88072793571824,0.8809523809523810,1.2823529411764700,1.0816526610644300,0.6569294508379940
IL,CLINTON,29890,55278,82314,73086,76847,82314,67.2,85.8,92.0,66.0,65,60,17411.0,33944,37762,36785,37.0,45,50,47,2.13,1.33,1.32,1.28,-0.979711376113891,-0.760662974140124,-0.939419531926616,-1.4761904761904800,-0.9764705882352940,-1.226330532212890,-1.0820439201908200
IL,COLES,24153,36457,56040,59058,50682,56040,76.1,89.3,91.5,108.0,81,74,30093.0,51644,53873,46060,93.0,70,80,80,3.09,1.36,1.48,1.74,-0.770700730092613,-0.618791611064524,-0.6621560368927190,-0.33333333333333400,-0.9411764705882350,-0.6372549019607840,-0.6381989054115750
IL,COOK,32673,53942,81797,79891,74990,81797,73.4,83.2,88.3,12455.0,11177,13868,1191922.0,5105067,5194675,5087072,755.0,2181,3354,3534,0.63,0.43,0.65,0.69,-1.21838088746359,-1.26243857041067,-1.6398858381105700,-3.261904761904760,-2.0352941176470600,-2.64859943977591,-2.153666869568670
IL,CRAWFORD,23912,41434,67614,58469,57601,67614,76.0,86.5,88.2,35.0,30,30,17283.0,19464,19817,18300,80.0,64,58,53,4.63,3.29,2.93,2.9,0.394741708147066,0.438456332505157,0.5883214891398580,1.5000000000000000,1.329411764705880,1.4147058823529400,0.9078717820660130
IL,CUMBERLAND,23623,42101,69826,57762,58528,69826,72.2,88.1,93.9,17.0,13,17,15443.0,10670,11048,10261,70.0,31,31,29,4.53,2.91,2.81,2.83,0.394741708147066,0.303279756372465,0.4440899618313560,1.3809523809523800,0.8823529411764710,1.1316526610644300,0.6946024585118390
IL,DEKALB,30864,54002,69022,75467,75073,69022,83.9,90.7,92.4,180.0,146,182,27066.0,77932,105160,100288,74.0,87,106,108,2.73,1.12,1.01,1.08,-0.979711376113891,-0.927820296012709,-1.0216399614607300,-0.7619047619047620,-1.2235294117647100,-0.9927170868347340,-0.9060254977819330
IL,DE WITT,27196,45347,64802,66499,63041,64802,74.6,90.3,92.8,36.0,25,20,17011.0,16516,16561,15365,44.0,32,32,30,2.59,1.94,1.93,1.95,-0.292484833983413,-0.326573450431726,-0.4461128862209160,-0.9285714285714290,-0.2588235294117650,-0.5936974789915970,-0.6053801228161530
IL,DOUGLAS,26758,46941,74186,65428,65257,74186,74.0,81.7,86.1,56.0,31,53,17669.0,19464,19980,19629,57.0,60,69,64,3.23,3.08,3.45,3.26,0.394741708147066,0.588406395300313,0.5490360240719470,-0.16666666666666700,1.0823529411764700,0.4578431372549020,0.1869138312881220
IL,DUPAGE,48876,76581,110502,119510,106462,110502,88.6,92.0,93.2,3158.0,2816,3121,22551.0,781666,916924,921213,,349,522,532,DNE,0.45,0.57,0.58,-1.21838088746359,-1.29987915134832,-1.5192488216980300,,-2.011764705882350,-2.011764705882350,-1.6738372732298200
IL,EDGAR,21657,39904,56909,52955,55474,56909,73.5,88.4,90.1,45.0,12,19,26787.0,19595,18576,16334,68.0,53,51,48,2.54,2.7,2.75,2.94,0.394741708147066,0.261146026073087,0.1300837711567480,-0.9880952380952380,0.6352941176470590,-0.17640056022408900,-0.2909635223561520
IL,EDWARDS,21238,40430,59386,51930,56205,59386,69.7,89.0,91.9,7.0,12,7,9444.0,7440,6721,5968,42.0,32,26,24,4.45,4.3,3.87,4.02,1.08196825027754,1.14253728773567,1.260242396406030,1.2857142857142900,2.517647058823530,1.9016806722689100,1.2747878820154800
IL,EFFINGHAM,27245,49509,75380,66618,68827,75380,75.0,89.4,93.2,75.0,67,113,19358.0,31704,34242,34331,63.0,67,65,62,3.25,2.11,1.9,1.81,-0.292484833983413,-0.32205389671576,-0.3534061870776290,-0.14285714285714300,-0.05882352941176500,-0.10084033613445400,-0.23403190431682700
IL,FAYETTE,22029,41269,57113,53864,57372,57113,68.8,82.9,87.3,40.0,39,26,23367.0,20893,22140,21164,92.0,73,57,53,3.94,3.49,2.57,2.5,0.394741708147066,0.316331415645425,0.3657446590662640,0.6785714285714280,1.5647058823529400,1.1216386554621800,0.6870573043138560
IL,FORD,25801,48667,60782,63088,67656,60782,77.2,87.3,91.9,40.0,28,25,17035.0,14275,14081,13250,51.0,39,37,34,2.99,2.73,2.63,2.57,0.394741708147066,0.162180289858768,0.0906830170246449,-0.4523809523809520,0.6705882352941170,0.1091036414565830,-0.07584748273953450
IL,FRANKLIN,18698,34381,53471,45720,47796,53471,66.7,83.8,89.2,71.0,41,57,17138.0,40319,39561,37138,52.0,122,123,109,3.03,3.03,3.11,2.93,0.394741708147066,0.425445642366251,0.3572685498448040,-0.404761904761905,1.0235294117647100,0.3093837535014000,0.07505560122012340
IL,FULTON,21701,41268,58617,53062,57370,58617,73.8,83.6,90.9,85.0,52,58,43110.0,38080,37069,32541,141.0,83,84,72,3.27,2.18,2.27,2.21,-0.292484833983413,-0.132419480497277,-0.1597221882803010,-0.11904761904761900,0.0235294117647059,-0.04775910364145660,-0.19403731073591000
IL,GALLATIN,19105,38003,54626,46715,52831,54626,58.4,77.7,86.4,17.0,6,9,14935.0,6909,5589,4670,37.0,23,23,15,2.48,3.33,4.12,3.21,0.634288092906565,0.799830539075572,0.6520916531890000,-1.0595238095238100,1.376470588235290,0.15847338935574200,-0.0386493449103181
IL,GREENE,20752,41450,60976,50742,57623,60976,69.0,85.2,90.4,25.0,21,15,23791.0,15317,13886,11543,56.0,45,40,37,2.35,2.94,2.88,3.21,0.394741708147066,0.406740839788675,0.2477958467094650,-1.214285714285710,0.917647058823529,-0.14831932773109200,-0.26980543261215800
IL,GRUNDY,35728,64297,93060,87361,89385,93060,79.0,90.7,94.2,71.0,86,98,21024.0,32337,50063,53578,48.0,33,43,43,2.28,1.02,0.86,0.8,-0.979711376113891,-1.04657231713457,-1.2030397986976400,-1.2976190476190500,-1.3411764705882400,-1.3193977591036400,-1.1521663672476000
IL,HAMILTON,18274,35032,61520,44683,48701,61520,60.0,80.8,89.0,18.0,9,7,17800.0,8499,8457,7911,56.0,40,31,30,3.15,4.71,3.67,3.79,1.32063776162725,1.14512899590227,1.0760467975071000,-0.26190476190476200,3.0000000000000000,1.3690476190476200,0.8734700999884970
IL,HANCOCK,24036,42857,65044,58772,59579,65044,77.5,90.1,94.0,57.0,30,32,31907.0,21373,19104,17186,115.0,65,66,54,3.6,3.04,3.45,3.14,0.394741708147066,0.553705781218571,0.5652934441237760,0.27380952380952400,1.0352941176470600,0.6545518207282910,0.3351259861282200
IL,HARDIN,15498,27578,57155,37895,38339,57155,59.7,77.0,88.5,15.0,10,4,7234.0,5189,4320,3569,25.0,14,10,11,3.46,2.7,2.31,3.08,0.155195323387566,0.184260677159143,0.1820580529666140,0.10714285714285700,0.6352941176470590,0.3712184873949580,0.12164560930976600
IL,HENDERSON,22165,43450,65651,54197,60404,65651,73.3,87.2,92.1,10.0,11,8,9876.0,8096,7331,6088,36.0,20,18,17,3.65,2.47,2.46,2.79,-0.0834741879621345,0.104430403908063,0.1294923352629660,0.333333333333333,0.3647058823529410,0.34901960784313700,0.10491963811563600
IL,HENRY,26198,49164,69912,64058,68347,69912,77.2,87.9,92.1,114.0,73,83,33338.0,51159,50486,48448,95.0,85,90,80,2.85,1.66,1.78,1.65,-0.292484833983413,-0.492900041262522,-0.5745039281061610,-0.6190476190476190,-0.5882352941176470,-0.603641456582633,-0.6128725136980660
IL,IROQUOIS,25435,47323,62439,62193,65788,62439,73.4,87.2,89.1,63.0,45,55,35167.0,30787,29718,26136,88.0,74,76,67,2.5,2.4,2.56,2.56,0.156072196797365,0.0636459584195219,-0.0712326798433563,-1.0357142857142900,0.2823529411764700,-0.37668067226890800,-0.4418666063158100
IL,JACKSON,17567,32169,45572,42954,44721,45572,78.8,89.5,92.1,123.0,113,97,27809.0,61067,60218,52141,102.0,95,117,116,3.67,1.56,1.94,2.22,-0.292484833983413,-0.359403564665171,-0.3225118173678980,0.3571428571428570,-0.7058823529411770,-0.17436974789916000,-0.2894333861901280
IL,JASPER,22751,46546,71094,55630,64708,71094,69.7,88.2,93.1,25.0,14,14,18188.0,10609,9698,9144,79.0,35,29,24,4.34,3.3,2.99,2.62,0.394741708147066,0.396872806383,0.5045003937456110,1.154761904761900,1.3411764705882300,1.2479691876750700,0.7822423265037940
IL,JEFFERSON,22397,41161,61102,54764,57222,61102,69.9,83.7,91.4,100.0,57,55,22590.0,37020,38827,36320,76.0,87,103,92,3.36,2.35,2.65,2.53,0.156072196797365,0.0670326392197275,0.0515769242349242,-0.011904761904762200,0.2235294117647060,0.10581232492997200,-0.07832735859481570
IL,JERSEY,27126,53470,79104,66327,74333,79104,71.9,87.1,93.7,41.0,32,42,14810.0,20539,22985,21091,35.0,31,34,34,2.36,1.51,1.48,1.61,-0.532031218742912,-0.60977075503139,-0.7570905060089670,-1.2023809523809500,-0.7647058823529410,-0.9835434173669470,-0.8991135033767880
IL,JO DAVIESS,26882,50279,74954,65731,69897,74954,74.1,89.1,93.4,62.0,58,70,25101.0,21821,22678,21756,61.0,44,46,45,2.43,2.02,2.03,2.07,-0.292484833983413,-0.258111014971216,-0.4001973426321520,-1.1190476190476200,-0.1647058823529410,-0.64187675070028,-0.6416812842721830
IL,JOHNSON,21953,41619,65203,53679,57858,65203,66.2,78.0,85.9,22.0,7,17,15013.0,11347,12582,13326,61.0,34,37,30,4.06,3.0,2.94,2.25,0.185731062125787,0.235225579851589,0.3057018823124450,0.8214285714285710,0.9882352941176470,0.9048319327731090,0.5237020777617220
IL,KANE,40080,67767,100678,98002,94209,100678,77.7,83.2,87.0,1013.0,1062,1276,65061.0,317471,515269,514982,115.0,211,326,313,1.77,0.66,0.63,0.61,-0.979711376113891,-1.22851283044847,-1.4517351878596500,-1.9047619047619000,-1.764705882352940,-1.8347338935574200,-1.5404516102053400
IL,KANKAKEE,28284,50484,68325,69159,70182,68325,73.1,85.2,91.0,197.0,149,159,28732.0,96255,113449,105940,66.0,106,135,134,2.3,1.1,1.19,1.26,-0.979711376113891,-0.851645706248814,-1.0037455699062900,-1.2738095238095200,-1.2470588235294100,-1.2604341736694700,-1.107739655116820
IL,KENDALL,42834,79897,110474,104736,111072,110474,83.7,92.0,93.6,94.0,208,268,12106.0,39413,114736,139976,36.0,37,55,48,2.97,0.94,0.48,0.34,-1.42826840689467,-1.25355778478334,-1.316033245722530,-0.4761904761904760,-1.4352941176470600,-0.9557422969187670,-0.8781664668970730
IL,KNOX,24523,39545,53291,59963,54975,53291,76.6,85.2,89.3,121.0,57,59,38752.0,56393,52919,48411,83.0,64,93,76,2.14,1.13,1.76,1.57,-0.531154345333114,-0.642212350502819,-0.8154987156877160,-1.4642857142857100,-1.211764705882350,-1.3380252100840300,-1.1662014093221700
IL,LAKE,46047,78948,108917,112592,109753,108917,84.7,88.5,90.6,1693.0,1653,1801,24235.0,516418,703462,708760,61.0,253,402,396,2.52,0.49,0.57,0.56,-1.21838088746359,-1.29441112786706,-1.411773094362330,-1.0119047619047600,-1.964705882352940,-1.4883053221288500,-1.2794314856079800
IL,LASALLE,27093,45326,72281,66247,63012,72281,73.1,87.8,91.4,242.0,164,181,80798.0,106913,113924,108309,142.0,140,154,137,1.76,1.31,1.35,1.26,-0.979711376113891,-0.7624257983802,-0.9923103816215150,-1.916666666666670,-1.0,-1.458333333333330,-1.2568487863301000
IL,LAWRENCE,19688,38771,53438,48140,53899,53438,69.2,81.1,85.1,25.0,15,17,14693.0,15972,16833,14813,60.0,55,53,45,4.08,3.44,3.15,3.04,0.394741708147066,0.556913297310704,0.629280462535908,0.8452380952380950,1.505882352941180,1.1755602240896400,0.7276850576876100
IL,LEE,28284,48502,68459,69159,67427,68459,76.3,85.7,90.5,62.0,51,62,26187.0,34392,36031,33654,75.0,65,61,59,2.86,1.89,1.69,1.75,-0.292484833983413,-0.438271941425056,-0.5208007145658620,-0.6071428571428570,-0.31764705882353000,-0.4623949579831930,-0.5064489051852580
IL,LIVINGSTON,29848,50500,70796,72983,70204,70796,74.1,84.1,90.3,74.0,54,55,38455.0,39301,38950,35320,113.0,80,74,68,2.94,2.04,1.9,1.93,-0.292484833983413,-0.313874579229116,-0.3863990049103940,-0.5119047619047620,-0.1411764705882350,-0.3265406162464990,-0.40408807200982600
IL,LOGAN,27528,48999,64188,67310,68118,64188,75.9,85.4,91.5,66.0,33,43,25489.0,30798,30305,27590,62.0,55,59,58,2.43,1.79,1.95,2.1,-0.292484833983413,-0.326594679388162,-0.4652872129246400,-1.1190476190476200,-0.4352941176470590,-0.7771708683473390,-0.7436200109190570
IL,MCDONOUGH,21774,33702,50434,53241,46852,50434,80.3,91.2,94.3,57.0,38,39,27467.0,35244,32612,26839,91.0,63,56,51,3.31,1.79,1.72,1.9,-0.292484833983413,-0.423826264212938,-0.4417403895699850,-0.07142857142857150,-0.4352941176470590,-0.25336134453781500,-0.3489504067168740
IL,MCHENRY,43471,76482,102836,106294,106324,102836,84.5,91.7,93.7,574.0,710,765,26114.0,183241,308760,312800,72.0,107,160,153,2.76,0.58,0.52,0.49,-1.18872202213517,-1.29938703726158,-1.385139182307220,-0.7261904761904760,-1.8588235294117600,-1.2925070028011200,-1.1319052538767900
IL,MCLEAN,31366,57642,78329,76695,80133,78329,84.7,93.4,95.8,305.0,279,263,63036.0,129180,169572,170441,170.0,139,181,179,2.7,1.08,1.07,1.05,-0.979711376113891,-0.929257902307114,-1.02696930227039,-0.7976190476190470,-1.2705882352941200,-1.0341036414565800,-0.9372086175791910
IL,MACON,28598,44337,62449,69927,61637,62449,76.2,86.9,93.0,279.0,176,150,38083.0,117206,110768,100591,85.0,134,164,144,2.23,1.14,1.48,1.43,-0.979711376113891,-0.736563512012917,-0.8981139159833020,-1.3571428571428600,-1.2000000000000000,-1.2785714285714300,-1.1214053539789000
IL,MACOUPIN,23913,47178,68518,58471,65586,68518,72.8,86.8,90.8,109.0,62,62,40380.0,47679,47765,44018,145.0,103,112,98,3.59,2.16,2.34,2.23,-0.292484833983413,-0.116183050583959,-0.0988670537632363,0.26190476190476200,0.0,0.13095238095238100,-0.059385328125753800
IL,MADISON,29861,51941,74800,73015,72208,74800,75.8,89.4,93.7,568.0,420,460,51535.0,249238,269282,262752,125.0,276,357,347,2.43,1.11,1.33,1.32,-0.979711376113891,-0.802941627234727,-0.9369500713815770,-1.1190476190476200,-1.2352941176470600,-1.1771708683473400,-1.0450040723098100
IL,MARION,22813,38974,60839,55781,54181,60839,70.1,84.1,90.3,96.0,41,65,24341.0,41561,39437,36673,112.0,103,115,106,4.6,2.48,2.92,2.89,0.156072196797365,0.238663334948357,0.3952119674142740,1.4642857142857100,0.3764705882352940,0.9203781512605040,0.5354155339292200
IL,MARSHALL,26450,49116,69818,64675,68280,69818,77.8,90.2,91.0,26.0,23,20,13653.0,12846,12640,11683,42.0,32,34,31,3.08,2.49,2.69,2.65,0.156072196797365,0.135490608343779,0.0801425089766334,-0.3452380952380950,0.3882352941176470,0.021498599439776000,-0.14185439114286700
IL,MASON,22434,42461,62127,54855,59029,62127,72.6,83.3,92.1,43.0,29,20,16067.0,16269,14666,12523,50.0,35,32,28,3.11,2.15,2.18,2.24,-0.292484833983413,-0.155094377003009,-0.203831551007847,-0.3095238095238100,-0.011764705882353200,-0.16064425770308100,-0.27909177624044500
IL,MASSAC,19632,41077,62584,48003,57105,62584,65.3,85.0,89.3,15.0,16,21,11313.0,14752,15429,13661,40.0,42,53,51,3.54,2.85,3.44,3.73,0.603752354168344,0.628678986524493,0.6384856762243020,0.20238095238095200,0.8117647058823530,0.5070728291316530,0.2240064424851990
IL,MENARD,29326,56230,81334,71707,78170,81334,77.3,90.3,94.2,29.0,16,26,13120.0,11164,12705,11954,41.0,25,29,25,3.12,2.24,2.28,2.09,-0.292484833983413,-0.140598053594511,-0.1902921707242750,-0.2976190476190480,0.0941176470588236,-0.10175070028011200,-0.23471782742573400
IL,MERCER,26606,50909,71710,65056,70773,71710,77.4,88.7,93.3,34.0,23,27,18545.0,17290,16434,15487,67.0,34,36,33,3.61,1.97,2.19,2.13,-0.292484833983413,-0.219049555031073,-0.1968935212000880,0.2857142857142850,-0.22352941176470600,0.03109243697478960,-0.13462581684130400
IL,MONROE,35086,68253,101635,85791,94885,101635,75.9,91.0,95.8,60.0,52,62,12948.0,22422,32957,34957,27.0,31,37,35,2.09,1.38,1.12,1.0,-0.979711376113891,-0.85530844757713,-1.041904163188770,-1.5238095238095200,-0.9176470588235300,-1.2207282913165300,-1.0778228549052400
IL,MONTGOMERY,23879,40864,61863,58388,56809,61863,72.2,83.5,90.0,67.0,39,46,30003.0,30728,30104,27663,104.0,80,78,79,3.47,2.6,2.59,2.86,0.394741708147066,0.181743077313586,0.1804439460086090,0.11904761904761900,0.5176470588235290,0.3183473389355740,0.08180930567705940
IL,MORGAN,26403,44645,65175,64560,62065,65175,75.9,86.5,89.6,84.0,60,59,32636.0,36397,35547,32140,103.0,69,62,58,3.16,1.9,1.74,1.8,-0.292484833983413,-0.413361846770122,-0.4542179905951150,-0.25000000000000000,-0.3058823529411770,-0.2779411764705880,-0.3674703306573770
IL,MOULTRIE,26852,46364,71676,65657,64455,71676,70.3,83.8,85.7,29.0,26,29,14481.0,13930,14846,14342,40.0,41,41,40,2.76,2.94,2.76,2.79,0.394741708147066,0.290101811756042,0.1852518466929190,-0.7261904761904760,0.917647058823529,0.09572829131652640,-0.0859252761088685
IL,OGLE,30958,55733,79244,75697,77479,79244,77.6,87.4,91.0,92.0,82,86,28710.0,45957,53497,51265,90.0,76,79,74,3.13,1.65,1.48,1.44,-0.74104186476419,-0.61151309470444,-0.655251896965107,-0.28571428571428600,-0.6000000000000000,-0.442857142857143,-0.4917279400017810
IL,PEORIA,28193,49747,64938,68936,69158,64938,77.9,88.7,93.4,428.0,317,324,70378.0,182827,186494,177513,117.0,170,232,240,1.66,0.93,1.24,1.35,-0.979711376113891,-0.86178192818832,-1.0996604388944300,-2.035714285714290,-1.4470588235294100,-1.741386554621850,-1.4701181098842800
IL,PERRY,22979,40696,59286,56187,56575,59286,67.8,81.5,85.3,29.0,26,34,17529.0,21412,22350,20503,56.0,47,55,46,3.19,2.2,2.46,2.24,-0.292484833983413,-0.0755096443142421,-0.1141929205983090,-0.2142857142857140,0.0470588235294118,-0.08361344537815130,-0.22105212856365300
IL,PIATT,31369,55752,87516,76702,77506,87516,83.0,89.8,96.0,36.0,22,28,17062.0,15548,16729,16714,63.0,38,35,36,3.69,2.44,2.09,2.15,-0.292484833983413,-0.125672916915616,-0.0985018724749425,0.3809523809523810,0.32941176470588200,0.35518207282913100,0.10956280992977900
IL,PIKE,20527,40205,58029,50192,55893,58029,69.9,86.0,91.8,42.0,34,19,31000.0,17577,16430,14342,93.0,56,53,44,3.0,3.19,3.23,3.07,0.394741708147066,0.522195920608984,0.448503538232611,-0.44047619047619000,1.2117647058823500,0.3856442577030810,0.1325148524201470
IL,POPE,19031,39672,62500,46534,55152,62500,65.2,85.1,91.7,6.0,5,5,14016.0,4373,4470,3707,48.0,20,11,14,3.42,4.57,2.46,3.78,0.841544992108246,0.817462242567199,0.7890865385934540,0.05952380952380930,2.8352941176470600,1.447408963585430,0.9325122506706150
IL,PULASKI,15625,31173,43227,38206,43336,43227,59.8,78.9,87.4,10.0,7,11,11355.0,7523,6161,4911,48.0,32,31,23,4.23,4.25,5.03,4.68,1.53052528105832,1.54805841408076,1.6389577003995400,1.0238095238095200,2.4588235294117600,1.741316526610640,1.1539598882156100
IL,PUTNAM,30136,56458,77526,73687,78487,77526,75.8,88.7,93.6,11.0,10,9,4730.0,5730,6006,5561,15.0,11,12,11,3.17,1.92,2.0,1.98,-0.292484833983413,-0.308248978332659,-0.3471064494530030,-0.23809523809523800,-0.2823529411764710,-0.26022408963585400,-0.3541212116917150
